date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:40	20586/20586	---M--	200	added ('OK')	image/webp	date:Thu,%2029%20Jun%202023%2015:11:30%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/thumbnails/parcel-delivery-software.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/thumbnails/parcel-delivery-software.webp	(from https://www.Mofritech.co.ke/)
18:51:40	3769/3769	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2013:03:14%20GMT	https://www.Mofritech.co.ke/uploads/img/portfolio/mambo-safi.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/portfolio/mambo-safi.png	(from https://www.Mofritech.co.ke/)
18:51:41	5502/5502	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2013:03:42%20GMT	https://www.Mofritech.co.ke/uploads/img/portfolio/dorcas-creation.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/portfolio/dorcas-creation.png	(from https://www.Mofritech.co.ke/)
18:51:41	5213/5213	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2013:04:40%20GMT	https://www.Mofritech.co.ke/uploads/img/portfolio/karunguru-coffee.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/portfolio/karunguru-coffee.png	(from https://www.Mofritech.co.ke/)
18:51:41	5222/5222	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2008:18:02%20GMT	https://www.Mofritech.co.ke/uploads/img/portfolio/the-voice-community-church.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/portfolio/the-voice-community-church.png	(from https://www.Mofritech.co.ke/)
18:51:42	8908/8908	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2012:45:31%20GMT	https://www.Mofritech.co.ke/uploads/img/portfolio/bushblazers-tours-travel.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/portfolio/bushblazers-tours-travel.png	(from https://www.Mofritech.co.ke/)
18:51:42	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:51:42%20GMT	https://www.Mofritech.co.ke/privacy-policy	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/privacy-policy	(from https://www.Mofritech.co.ke/)
18:51:42	3041/3041	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Mar%202015%2020:42:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/bootpag/lib/jquery.bootpag.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/bootpag/lib/jquery.bootpag.min.js	(from https://www.Mofritech.co.ke/)
18:51:43	44849/44849	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:51:42%20GMT	https://www.Mofritech.co.ke/privacy-policy/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/privacy-policy/index.html	(from https://www.Mofritech.co.ke/)
18:51:43	14690/14690	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Oct%202018%2022:12:52%20GMT	https://www.Mofritech.co.ke/assets/node_modules/aos/dist/aos.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/aos/dist/aos.js	(from https://www.Mofritech.co.ke/)
18:51:43	20375/20375	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/jquery-touchswipe/jquery.touchSwipe.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/jquery-touchswipe/jquery.touchSwipe.min.js	(from https://www.Mofritech.co.ke/)
18:51:44	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/owl.carousel/dist/owl.carousel.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/owl.carousel/dist/owl.carousel.min.js	(from https://www.Mofritech.co.ke/)
18:51:44	526/526	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jun%202019%2006:57:28%20GMT	https://www.Mofritech.co.ke/assets/js/bootstrap-touch-slider.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/js/bootstrap-touch-slider.min.js	(from https://www.Mofritech.co.ke/)
18:51:45	5251/5251	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Dec%202017%2003:04:28%20GMT	https://www.Mofritech.co.ke/assets/node_modules/toastr/build/toastr.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/toastr/build/toastr.min.js	(from https://www.Mofritech.co.ke/)
18:51:45	3352/3352	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Sep%202020%2012:53:00%20GMT	https://www.Mofritech.co.ke/assets/js/fancySelect.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/js/fancySelect.min.js	(from https://www.Mofritech.co.ke/)
18:51:45	4572/4572	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Feb%202019%2005:16:40%20GMT	https://www.Mofritech.co.ke/assets/node_modules/jquery-slimscroll/jquery.slimscroll.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/jquery-slimscroll/jquery.slimscroll.min.js	(from https://www.Mofritech.co.ke/)
18:51:46	5024/5024	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/jquery-lazy/jquery.lazy.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/jquery-lazy/jquery.lazy.min.js	(from https://www.Mofritech.co.ke/)
18:51:46	3345/3345	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2001%20Jul%202023%2012:49:18%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/js/front.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/js/front.min.js	(from https://www.Mofritech.co.ke/)
18:51:47	2810/2810	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Jan%202021%2008:43:04%20GMT	https://www.Mofritech.co.ke/assets/js/init-jquery-plugins.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/js/init-jquery-plugins.min.js	(from https://www.Mofritech.co.ke/)
18:51:50	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e2193ac5a0d9ca8ca2fd9111cc4c6311%22	https://connect.facebook.net/en_US/sdk.js	C:/Users/James/Downloads/Mofritech/connect.facebook.net/en_US/sdk.js	(from https://www.Mofritech.co.ke/)
18:51:50	4976/4976	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/owl.carousel/dist/assets/owl.video.play.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/owl.carousel/dist/assets/owl.video.play.png	(from https://www.Mofritech.co.ke/assets/node_modules/owl.carousel/dist/assets/owl.carousel.min.css)
18:51:53	310968/310968	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2024%20Jul%202020%2013:06:48%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts.ttf?6b12e	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts357e.ttf	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:53	311044/311044	---M--	200	added ('OK')	font/woff	date:Fri,%2024%20Jul%202020%2013:06:48%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts.woff?6b12e	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts357e.woff	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:54	632556/632556	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jul%202020%2013:06:48%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts.svg?6b12e	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/fonts/custom-fonts357e.svg	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:55	150472/150472	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-solid-900.woff2	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-solid-900.woff2	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:55	107460/107460	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-brands-400.woff2	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-brands-400.woff2	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:56	25096/25096	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-regular-400.woff2	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-regular-400.woff2	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:56	397728/397728	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-solid-900.ttf	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-solid-900.ttf	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:57	186112/186112	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-brands-400.ttf	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-brands-400.ttf	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:51:57	62048/62048	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-regular-400.ttf	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/templates/themes/basic/assets/webfonts/fa-regular-400.ttf	(from https://www.Mofritech.co.ke/templates/themes/basic/assets/css/style.min.css)
18:52:01	94172/94172	---M--	200	added ('OK')	image/webp	date:Thu,%2029%20Jun%202023%2015:28:45%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/about-us.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/about-us.webp	(from https://www.Mofritech.co.ke/about-us/)
18:52:02	93065/93065	---M-Z	200	added ('OK')	application/javascript	etag:%22824beb891744db98ccbd3a456e59e0f7+gzip%22	http://platform.twitter.com/widgets.js	C:/Users/James/Downloads/Mofritech/platform.twitter.com/widgets.js	(from https://www.Mofritech.co.ke/about-us/)
18:52:09	46148/46148	---M--	200	added ('OK')	image/webp	date:Tue,%2020%20Jun%202023%2015:07:40%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/web-design-development.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/web-design-development.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:14	522700/522700	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2015:52:01%20GMT	http://platform.linkedin.com/in.js	C:/Users/James/Downloads/Mofritech/platform.linkedin.com/in.js	(from https://www.Mofritech.co.ke/about-us/)
18:52:15	92294/92294	---M--	200	added ('OK')	image/webp	date:Wed,%2021%20Jun%202023%2015:00:35%20GMT	https://www.Mofritech.co.ke/uploads/img/carousels/web-design-services-best-web-design-for-your-business-1687359635.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/carousels/web-design-services-best-web-design-for-your-business-1687359635.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:15	156751/156751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:24:12%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/our-services.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/our-services.jpg	(from https://www.Mofritech.co.ke/our-services/)
18:52:15	134918/134918	---M--	200	added ('OK')	image/webp	date:Wed,%2021%20Jun%202023%2015:19:43%20GMT	https://www.Mofritech.co.ke/uploads/img/carousels/web-design-services-ecommerce-web-development-1687360782.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/carousels/web-design-services-ecommerce-web-development-1687360782.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:16	122074/122074	---M--	200	added ('OK')	image/webp	date:Wed,%2021%20Jun%202023%2015:23:39%20GMT	https://www.Mofritech.co.ke/uploads/img/carousels/web-design-services-tours-travel-web-design-1687361018.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/carousels/web-design-services-tours-travel-web-design-1687361018.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:17	49431/49431	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:16%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Web%20Design%20&%20Development&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexad78.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:17	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:16%20GMT	https://www.Mofritech.co.ke/media/blog/what-is-a-church-management-system	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/what-is-a-church-management-system.64.delayed	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:17	34717/34717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Mar%202023%2010:37:12%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/thumbnails/what-is-a-church-management-system.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/thumbnails/what-is-a-church-management-system.jpg	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:18	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:17%20GMT	https://www.Mofritech.co.ke/media/blog/benefits-of-a-church-management-system	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/benefits-of-a-church-management-system	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:19	45384/45384	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:17%20GMT	https://www.Mofritech.co.ke/media/blog/benefits-of-a-church-management-system/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/benefits-of-a-church-management-system/index.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:19	59146/59146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2015:12:03%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/thumbnails/benefits-of-a-church-management-system.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/thumbnails/benefits-of-a-church-management-system.jpg	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:19	43370/43370	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:16%20GMT	https://www.Mofritech.co.ke/media/blog/what-is-a-church-management-system/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/what-is-a-church-management-system/index.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:19	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:19%20GMT	https://www.Mofritech.co.ke/media/blog/what-is-a-crm	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/what-is-a-crm.68.delayed	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:20	42310/42310	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:19%20GMT	https://www.Mofritech.co.ke/media/blog/what-is-a-crm/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/what-is-a-crm/index.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:21	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:19%20GMT	https://www.Mofritech.co.ke/media/blog/benefits-of-a-crm	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/benefits-of-a-crm	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:22	44393/44393	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:20%20GMT	https://www.Mofritech.co.ke/media/blog/benefits-of-a-crm/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/media/blog/benefits-of-a-crm/index.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:22	56735/56735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2008:15:17%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/thumbnails/what-is-a-crm.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/thumbnails/what-is-a-crm.jpg	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:23	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:22%20GMT	https://www.Mofritech.co.ke/web-design-development	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/web-design-development	(from https://www.Mofritech.co.ke/our-services/web-design-development/ngo-web-design/)
18:52:23	42772/42772	---M--	200	added ('OK')	image/webp	date:Thu,%2015%20Jun%202023%2014:49:54%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/ngo-web-design.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/ngo-web-design.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/ngo-web-design/)
18:52:23	49436/49436	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:23%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=NGO%20Web%20Design&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index76fa.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/ngo-web-design/)
18:52:24	52428/52428	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:23%20GMT	https://www.Mofritech.co.ke/web-design-development/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/web-design-development/index.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/ngo-web-design/)
18:52:24	49437/49437	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:23%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=NGO%20Web%20Design&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index1ea1.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/ngo-web-design/)
18:52:25	65120/65120	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2006:46:34%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/thumbnails/benefits-of-a-crm.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/thumbnails/benefits-of-a-crm.jpg	(from https://www.Mofritech.co.ke/our-services/web-design-development/)
18:52:27	49453/49453	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:25%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Real%20Estate%20Web%20Design&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index3720.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/real-estate-web-design/)
18:52:27	49452/49452	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:25%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Real%20Estate%20Web%20Design&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index31ea.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/real-estate-web-design/)
18:52:27	72630/72630	---M--	200	added ('OK')	image/webp	date:Thu,%2022%20Jun%202023%2007:19:10%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/real-estate-web-design.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/real-estate-web-design.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/real-estate-web-design/)
18:52:28	49458/49458	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:27%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Ecommerce%20Web%20Development&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index7612.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/ecommerce-web-development/)
18:52:28	49459/49459	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:27%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Ecommerce%20Web%20Development&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexf36c.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/ecommerce-web-development/)
18:52:28	52724/52724	---M--	200	added ('OK')	image/webp	date:Wed,%2014%20Jun%202023%2012:14:45%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/ecommerce-website-development.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/ecommerce-website-development.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/ecommerce-web-development/)
18:52:29	49448/49448	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:28%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Corporate%20Web%20Design&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexc54b.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/corporate-web-design/)
18:52:29	38724/38724	---M--	200	added ('OK')	image/webp	date:Thu,%2015%20Jun%202023%2014:43:22%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/personal-profiles.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/personal-profiles.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/personal-profiles/)
18:52:29	52584/52584	---M--	200	added ('OK')	image/webp	date:Thu,%2015%20Jun%202023%2014:46:03%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/corporate-web-design.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/corporate-web-design.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/corporate-web-design/)
18:52:30	49449/49449	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:28%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Corporate%20Web%20Design&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexeb3c.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/corporate-web-design/)
18:52:30	49443/49443	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:29%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Personal%20Profiles&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index4236.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/personal-profiles/)
18:52:31	49420/49420	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:30%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Tours%20&%20Travel%20Web%20Design&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexba9c.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/tours-travel-web-design/)
18:52:31	46550/46550	---M--	200	added ('OK')	image/webp	date:Thu,%2029%20Jun%202023%2015:10:15%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/church-management-software.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/church-management-software.webp	(from https://www.Mofritech.co.ke/our-services/church-management-software/)
18:52:31	76796/76796	---M--	200	added ('OK')	image/webp	date:Thu,%2015%20Jun%202023%2014:49:01%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/tours-travel-web-design.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/tours-travel-web-design.webp	(from https://www.Mofritech.co.ke/our-services/web-design-development/tours-travel-web-design/)
18:52:31	49421/49421	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:30%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Tours%20&%20Travel%20Web%20Design&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexddb1.html	(from https://www.Mofritech.co.ke/our-services/web-design-development/tours-travel-web-design/)
18:52:32	49461/49461	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:31%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Church%20Management%20Software&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index8173.html	(from https://www.Mofritech.co.ke/our-services/church-management-software/)
18:52:33	49457/49457	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:32%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Parcel%20Delivery%20Software&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexb06d.html	(from https://www.Mofritech.co.ke/our-services/parcel-delivery-software/)
18:52:33	51350/51350	---M--	200	added ('OK')	image/webp	date:Thu,%2029%20Jun%202023%2015:11:30%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/parcel-delivery-software.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/parcel-delivery-software.webp	(from https://www.Mofritech.co.ke/our-services/parcel-delivery-software/)
18:52:33	28032/28032	---M--	200	added ('OK')	image/webp	date:Tue,%2020%20Jun%202023%2014:28:46%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/seo-search-engine-optimization.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/seo-search-engine-optimization.webp	(from https://www.Mofritech.co.ke/our-services/seo-search-engine-optimization/)
18:52:34	49473/49473	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:33%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=SEO%20-%20Search%20Engine%20Optimization&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index3461.html	(from https://www.Mofritech.co.ke/our-services/seo-search-engine-optimization/)
